자격명,종목코드,유형,시행기관,당해직의 직무 내용,응시 자격,합격 기준,응시료,자격증유효기간,정기유무,난이도,좋아요
문화재수리기술자(조경),9669,1,96,"◎  문화재수리에 관한 기술적인 업무를 담당하고 문화재수리기능자의 작업을 지도·감독 ◎  문화재수리기술자의 종류 및 그 업무 범위 1. 보수기술자  가. 건축ㆍ토목공사의 시공 및 감리 나. 가목과 관련된 고증ㆍ유구(遺構)조사 및 수리(修理)보고서의 작성과 그에 따른 업무  2. 단청기술자  가. 단청분야[불화(佛畵)를 포함한다]의 시공 및 감리 나. 가목과 관련된 고증ㆍ유구조사 및 수리보고서의 작성과 그에 따른 업무 3. 실측설계기술자  가. 문화재수리의 실측설계 도서의 작성 및 감리 나. 가목과 관련된 고증ㆍ유구조사와 그에 따른 업무 4. 조경기술자 가. 조경공사의 조경계획과 시공 및 감리 나. 가목과 관련된 고증ㆍ유구조사 및 수리보고서의 작성과 그에 따른 업무 5. 보존과학기술자 가. 보존처리 시공 및 감리 나. 가목과 관련된 고증ㆍ유구조사 및 수리보고서의 작성과 그에 따른 업무 6.  식물보호기술자 가. 식물의 보존ㆍ보호를 위한 병충해 방제, 수술, 토양개량, 보호시설 설치, 환경개선 및 감리 나. 가목과 관련된 진단, 수리보고서의 작성과 그에 따른 업무","◎문화재수리에 관한 기술적인 업무를 담당하고 문화재수리기능자의 작업을 지도·감독하는 자 ◎실측설계기술자에 응시하고자 하는 자는「건축사법」에 따른 건축사의 자격을 가진 자이어야 함. ◎다음 결격사유에 해당하지 않은 자 1. 미성년자 2. 금치산자 또는 한정치산자 3. 「건축사법」(실측설계 도서의 작성업무를 하는 자만 해당한다) 또는 이 법을 위반하여 금고 이상의 실형을 선고받고 그 집행이 끝나거나(그 집행이 끝난 것으로 보는 경우를 포함한다) 집행이 면제된 날부터 3년이 지나지 아니한 자 4. 제3호에 따른 죄를 범하여 형의 집행유예를 선고받고 그 유예기간 중에 있는 자 ◎문화재청장은 문화재수리기술자 자격시험이나 문화재수리기능자 자격시험에서 부정행위를 한 응시자에 대하여는 그 시험을 정지시키거나 무효로 하며, 그 시험 시행일부터 3년간 응시자격을 정지한다. ◎2012년 기준 응시자격 제한 없지만 2015년 2월 5일부터는 분야별 응시자격기준이 신설됨(시행령 제8조 별표3 참조).","필기시험 :과목당 100점을 만점으로 하여 매 과목 40점 이상, 전 과목 평균 60점 이상 면접시험 :면접위원 1명당 100점을 만점으로 하여 1명당 40점 이상, 전 면접위원 평균 60점 이상",,,,,
문화재수리기술자(보존과학),9670,1,96,"◎  문화재수리에 관한 기술적인 업무를 담당하고 문화재수리기능자의 작업을 지도·감독 ◎  문화재수리기술자의 종류 및 그 업무 범위 1. 보수기술자  가. 건축ㆍ토목공사의 시공 및 감리 나. 가목과 관련된 고증ㆍ유구(遺構)조사 및 수리(修理)보고서의 작성과 그에 따른 업무  2. 단청기술자  가. 단청분야[불화(佛畵)를 포함한다]의 시공 및 감리 나. 가목과 관련된 고증ㆍ유구조사 및 수리보고서의 작성과 그에 따른 업무 3. 실측설계기술자  가. 문화재수리의 실측설계 도서의 작성 및 감리 나. 가목과 관련된 고증ㆍ유구조사와 그에 따른 업무 4. 조경기술자 가. 조경공사의 조경계획과 시공 및 감리 나. 가목과 관련된 고증ㆍ유구조사 및 수리보고서의 작성과 그에 따른 업무 5. 보존과학기술자 가. 보존처리 시공 및 감리 나. 가목과 관련된 고증ㆍ유구조사 및 수리보고서의 작성과 그에 따른 업무 6.  식물보호기술자 가. 식물의 보존ㆍ보호를 위한 병충해 방제, 수술, 토양개량, 보호시설 설치, 환경개선 및 감리 나. 가목과 관련된 진단, 수리보고서의 작성과 그에 따른 업무","◎문화재수리에 관한 기술적인 업무를 담당하고 문화재수리기능자의 작업을 지도·감독하는 자 ◎실측설계기술자에 응시하고자 하는 자는「건축사법」에 따른 건축사의 자격을 가진 자이어야 함. ◎다음 결격사유에 해당하지 않은 자 1. 미성년자 2. 금치산자 또는 한정치산자 3. 「건축사법」(실측설계 도서의 작성업무를 하는 자만 해당한다) 또는 이 법을 위반하여 금고 이상의 실형을 선고받고 그 집행이 끝나거나(그 집행이 끝난 것으로 보는 경우를 포함한다) 집행이 면제된 날부터 3년이 지나지 아니한 자 4. 제3호에 따른 죄를 범하여 형의 집행유예를 선고받고 그 유예기간 중에 있는 자 ◎문화재청장은 문화재수리기술자 자격시험이나 문화재수리기능자 자격시험에서 부정행위를 한 응시자에 대하여는 그 시험을 정지시키거나 무효로 하며, 그 시험 시행일부터 3년간 응시자격을 정지한다. ◎2012년 기준 응시자격 제한 없지만 2015년 2월 5일부터는 분야별 응시자격기준이 신설됨(시행령 제8조 별표3 참조).","필기시험 :과목당 100점을 만점으로 하여 매 과목 40점 이상, 전 과목 평균 60점 이상 면접시험 :면접위원 1명당 100점을 만점으로 하여 1명당 40점 이상, 전 면접위원 평균 60점 이상",,,,,
문화재수리기술자(식물보호),9671,1,96,"◎  문화재수리에 관한 기술적인 업무를 담당하고 문화재수리기능자의 작업을 지도·감독 ◎  문화재수리기술자의 종류 및 그 업무 범위 1. 보수기술자  가. 건축ㆍ토목공사의 시공 및 감리 나. 가목과 관련된 고증ㆍ유구(遺構)조사 및 수리(修理)보고서의 작성과 그에 따른 업무  2. 단청기술자  가. 단청분야[불화(佛畵)를 포함한다]의 시공 및 감리 나. 가목과 관련된 고증ㆍ유구조사 및 수리보고서의 작성과 그에 따른 업무 3. 실측설계기술자  가. 문화재수리의 실측설계 도서의 작성 및 감리 나. 가목과 관련된 고증ㆍ유구조사와 그에 따른 업무 4. 조경기술자 가. 조경공사의 조경계획과 시공 및 감리 나. 가목과 관련된 고증ㆍ유구조사 및 수리보고서의 작성과 그에 따른 업무 5. 보존과학기술자 가. 보존처리 시공 및 감리 나. 가목과 관련된 고증ㆍ유구조사 및 수리보고서의 작성과 그에 따른 업무 6.  식물보호기술자 가. 식물의 보존ㆍ보호를 위한 병충해 방제, 수술, 토양개량, 보호시설 설치, 환경개선 및 감리 나. 가목과 관련된 진단, 수리보고서의 작성과 그에 따른 업무","◎문화재수리에 관한 기술적인 업무를 담당하고 문화재수리기능자의 작업을 지도·감독하는 자 ◎실측설계기술자에 응시하고자 하는 자는「건축사법」에 따른 건축사의 자격을 가진 자이어야 함. ◎다음 결격사유에 해당하지 않은 자 1. 미성년자 2. 금치산자 또는 한정치산자 3. 「건축사법」(실측설계 도서의 작성업무를 하는 자만 해당한다) 또는 이 법을 위반하여 금고 이상의 실형을 선고받고 그 집행이 끝나거나(그 집행이 끝난 것으로 보는 경우를 포함한다) 집행이 면제된 날부터 3년이 지나지 아니한 자 4. 제3호에 따른 죄를 범하여 형의 집행유예를 선고받고 그 유예기간 중에 있는 자 ◎문화재청장은 문화재수리기술자 자격시험이나 문화재수리기능자 자격시험에서 부정행위를 한 응시자에 대하여는 그 시험을 정지시키거나 무효로 하며, 그 시험 시행일부터 3년간 응시자격을 정지한다. ◎2012년 기준 응시자격 제한 없지만 2015년 2월 5일부터는 분야별 응시자격기준이 신설됨(시행령 제8조 별표3 참조).","필기시험 :과목당 100점을 만점으로 하여 매 과목 40점 이상, 전 과목 평균 60점 이상 면접시험 :면접위원 1명당 100점을 만점으로 하여 1명당 40점 이상, 전 면접위원 평균 60점 이상",,,,,
문화재수리기능자(대목수),9672,1,96,"◎  문화재수리기술자의 지도·감독을 받아 문화재수리에 관한 기능적인 업무를 담당 ◎  문화재수리기술자의 종류 및 그 업무 범위 1. 한식목공 ◎  대목수 : 목조 건조물의 해체ㆍ조립 및 치목(治木)과 그에 따른 업무 ◎  소목수 : 목조 건조물의 창호ㆍ닫집 등과 이와 유사한 구조물의 제작ㆍ설치 및 보수와 그에 따른 업무 2. 한식석공 ◎  가공석공 : 석재의 가공과 그에 따른 업무 ◎  쌓기석공 : 석조물의 축조ㆍ해체 및 보수와 그에 따른 업무 3. 화공 : 단청(불화를 포함한다)과 그에 따른 업무 4. 드잡이공 : 드잡이(기울거나 내려앉은 구조물을 해체하지 않고 도구 등을 이용하여 바로잡는 일을 말한다)와 그에 따른 업무 5. 번와와공 : 기와의 해체 및 번와와 그에 따른 업무 6. 제작와공 : 기와ㆍ전(塼) 등의 제작과 그에 따른 업무 7. 한식미장공 : 미장과 그에 따른 업무 8. 철물공 : 철물 등의 제작 및 보수와 그에 따른 업무 9. 조각공 ◎  목조각공 : 목재를 이용한 조각, 목조각물의 보수와 그에 따른 업무 ◎  석조각공 : 석재를 이용한 조각, 석조각물의 보수와 그에 따른 업무 10. 칠공 : 옻 등의 전통 재료를 이용한 칠, 칠의 보수와 그에 따른 업무 11. 도금공 : 도금, 도금과 관련된 보수와 그에 따른 업무 12. 표구공 : 표구, 표구물의 보수와 그에 따른 업무 13. 조경공 : 조경의 시공과 그에 따른 업무 14. 세척공 : 세척과 그에 따른 업무 15. 보존과학공  ◎  훈증공 : 재료나 자재의 살균ㆍ살충ㆍ방부 등을 위한 훈증과 그에 따른 업무 ◎  보존처리공 : 보존처리와 그에 따른 업무 16. 식물보호공 : 식물의 보존ㆍ보호를 위한 병충해 방제, 수술, 토양개량, 보호시설 설치 및 환경개선과 그에 따른 업무 17. 실측설계사보 : 실측 및 설계도서 작성과 그에 따른 업무 18. 박제 및 표본제작공 : 박제ㆍ표본 제작 및 보수와 그에 따른 업무 19. 모사공 : 서화류의 모사와 그에 따른 업무 20. 온돌공 : 온돌의 해체ㆍ설치 및 보수와 그에 따른 업무 *현 법령상 종류구분에 해당하는 자료이나 시행일은 2014년 2월 5일로 명시됨◎  한국산업인력공단에서 시행하는 분야는 모사공과, 온돌공을 제외한 총 22종목임.","자격시험에서 부정행위를 한 응시자에 대하여는 그 시험을 정지시키거나 무효로 하며, 그 시험 시행일부터 3년간 응시자격을 정지한다.","실기시험 : 실기시험 심사위원 1명당 100점을 만점으로 하여 1명당 40점 이상, 전 심사위원 평균 60점 이상 면접시험 : 면접위원 1명당 100점을 만점으로 하여 1명당 40점 이상, 전 면접위원 평균 60점 이상 [심사위원(면접위원)중 1인이라도 40점미만 평정 시 최종 불합격자로 처리]",,,,,
문화재수리기능자(소목수),9673,1,96,"◎  문화재수리기술자의 지도·감독을 받아 문화재수리에 관한 기능적인 업무를 담당 ◎  문화재수리기술자의 종류 및 그 업무 범위 1. 한식목공 ◎  대목수 : 목조 건조물의 해체ㆍ조립 및 치목(治木)과 그에 따른 업무 ◎  소목수 : 목조 건조물의 창호ㆍ닫집 등과 이와 유사한 구조물의 제작ㆍ설치 및 보수와 그에 따른 업무 2. 한식석공 ◎  가공석공 : 석재의 가공과 그에 따른 업무 ◎  쌓기석공 : 석조물의 축조ㆍ해체 및 보수와 그에 따른 업무 3. 화공 : 단청(불화를 포함한다)과 그에 따른 업무 4. 드잡이공 : 드잡이(기울거나 내려앉은 구조물을 해체하지 않고 도구 등을 이용하여 바로잡는 일을 말한다)와 그에 따른 업무 5. 번와와공 : 기와의 해체 및 번와와 그에 따른 업무 6. 제작와공 : 기와ㆍ전(塼) 등의 제작과 그에 따른 업무 7. 한식미장공 : 미장과 그에 따른 업무 8. 철물공 : 철물 등의 제작 및 보수와 그에 따른 업무 9. 조각공 ◎  목조각공 : 목재를 이용한 조각, 목조각물의 보수와 그에 따른 업무 ◎  석조각공 : 석재를 이용한 조각, 석조각물의 보수와 그에 따른 업무 10. 칠공 : 옻 등의 전통 재료를 이용한 칠, 칠의 보수와 그에 따른 업무 11. 도금공 : 도금, 도금과 관련된 보수와 그에 따른 업무 12. 표구공 : 표구, 표구물의 보수와 그에 따른 업무 13. 조경공 : 조경의 시공과 그에 따른 업무 14. 세척공 : 세척과 그에 따른 업무 15. 보존과학공  ◎  훈증공 : 재료나 자재의 살균ㆍ살충ㆍ방부 등을 위한 훈증과 그에 따른 업무 ◎  보존처리공 : 보존처리와 그에 따른 업무 16. 식물보호공 : 식물의 보존ㆍ보호를 위한 병충해 방제, 수술, 토양개량, 보호시설 설치 및 환경개선과 그에 따른 업무 17. 실측설계사보 : 실측 및 설계도서 작성과 그에 따른 업무 18. 박제 및 표본제작공 : 박제ㆍ표본 제작 및 보수와 그에 따른 업무 19. 모사공 : 서화류의 모사와 그에 따른 업무 20. 온돌공 : 온돌의 해체ㆍ설치 및 보수와 그에 따른 업무 *현 법령상 종류구분에 해당하는 자료이나 시행일은 2014년 2월 5일로 명시됨◎  한국산업인력공단에서 시행하는 분야는 모사공과, 온돌공을 제외한 총 22종목임.","자격시험에서 부정행위를 한 응시자에 대하여는 그 시험을 정지시키거나 무효로 하며, 그 시험 시행일부터 3년간 응시자격을 정지한다.","실기시험 : 실기시험 심사위원 1명당 100점을 만점으로 하여 1명당 40점 이상, 전 심사위원 평균 60점 이상 면접시험 : 면접위원 1명당 100점을 만점으로 하여 1명당 40점 이상, 전 면접위원 평균 60점 이상 [심사위원(면접위원)중 1인이라도 40점미만 평정 시 최종 불합격자로 처리]",,,,,
문화재수리기능자(가공석공),9674,1,96,"◎  문화재수리기술자의 지도·감독을 받아 문화재수리에 관한 기능적인 업무를 담당 ◎  문화재수리기술자의 종류 및 그 업무 범위 1. 한식목공 ◎  대목수 : 목조 건조물의 해체ㆍ조립 및 치목(治木)과 그에 따른 업무 ◎  소목수 : 목조 건조물의 창호ㆍ닫집 등과 이와 유사한 구조물의 제작ㆍ설치 및 보수와 그에 따른 업무 2. 한식석공 ◎  가공석공 : 석재의 가공과 그에 따른 업무 ◎  쌓기석공 : 석조물의 축조ㆍ해체 및 보수와 그에 따른 업무 3. 화공 : 단청(불화를 포함한다)과 그에 따른 업무 4. 드잡이공 : 드잡이(기울거나 내려앉은 구조물을 해체하지 않고 도구 등을 이용하여 바로잡는 일을 말한다)와 그에 따른 업무 5. 번와와공 : 기와의 해체 및 번와와 그에 따른 업무 6. 제작와공 : 기와ㆍ전(塼) 등의 제작과 그에 따른 업무 7. 한식미장공 : 미장과 그에 따른 업무 8. 철물공 : 철물 등의 제작 및 보수와 그에 따른 업무 9. 조각공 ◎  목조각공 : 목재를 이용한 조각, 목조각물의 보수와 그에 따른 업무 ◎  석조각공 : 석재를 이용한 조각, 석조각물의 보수와 그에 따른 업무 10. 칠공 : 옻 등의 전통 재료를 이용한 칠, 칠의 보수와 그에 따른 업무 11. 도금공 : 도금, 도금과 관련된 보수와 그에 따른 업무 12. 표구공 : 표구, 표구물의 보수와 그에 따른 업무 13. 조경공 : 조경의 시공과 그에 따른 업무 14. 세척공 : 세척과 그에 따른 업무 15. 보존과학공  ◎  훈증공 : 재료나 자재의 살균ㆍ살충ㆍ방부 등을 위한 훈증과 그에 따른 업무 ◎  보존처리공 : 보존처리와 그에 따른 업무 16. 식물보호공 : 식물의 보존ㆍ보호를 위한 병충해 방제, 수술, 토양개량, 보호시설 설치 및 환경개선과 그에 따른 업무 17. 실측설계사보 : 실측 및 설계도서 작성과 그에 따른 업무 18. 박제 및 표본제작공 : 박제ㆍ표본 제작 및 보수와 그에 따른 업무 19. 모사공 : 서화류의 모사와 그에 따른 업무 20. 온돌공 : 온돌의 해체ㆍ설치 및 보수와 그에 따른 업무 *현 법령상 종류구분에 해당하는 자료이나 시행일은 2014년 2월 5일로 명시됨◎  한국산업인력공단에서 시행하는 분야는 모사공과, 온돌공을 제외한 총 22종목임.","자격시험에서 부정행위를 한 응시자에 대하여는 그 시험을 정지시키거나 무효로 하며, 그 시험 시행일부터 3년간 응시자격을 정지한다.","실기시험 : 실기시험 심사위원 1명당 100점을 만점으로 하여 1명당 40점 이상, 전 심사위원 평균 60점 이상 면접시험 : 면접위원 1명당 100점을 만점으로 하여 1명당 40점 이상, 전 면접위원 평균 60점 이상 [심사위원(면접위원)중 1인이라도 40점미만 평정 시 최종 불합격자로 처리]",,,,,
문화재수리기능자(쌓기석공),9675,1,96,"◎  문화재수리기술자의 지도·감독을 받아 문화재수리에 관한 기능적인 업무를 담당 ◎  문화재수리기술자의 종류 및 그 업무 범위 1. 한식목공 ◎  대목수 : 목조 건조물의 해체ㆍ조립 및 치목(治木)과 그에 따른 업무 ◎  소목수 : 목조 건조물의 창호ㆍ닫집 등과 이와 유사한 구조물의 제작ㆍ설치 및 보수와 그에 따른 업무 2. 한식석공 ◎  가공석공 : 석재의 가공과 그에 따른 업무 ◎  쌓기석공 : 석조물의 축조ㆍ해체 및 보수와 그에 따른 업무 3. 화공 : 단청(불화를 포함한다)과 그에 따른 업무 4. 드잡이공 : 드잡이(기울거나 내려앉은 구조물을 해체하지 않고 도구 등을 이용하여 바로잡는 일을 말한다)와 그에 따른 업무 5. 번와와공 : 기와의 해체 및 번와와 그에 따른 업무 6. 제작와공 : 기와ㆍ전(塼) 등의 제작과 그에 따른 업무 7. 한식미장공 : 미장과 그에 따른 업무 8. 철물공 : 철물 등의 제작 및 보수와 그에 따른 업무 9. 조각공 ◎  목조각공 : 목재를 이용한 조각, 목조각물의 보수와 그에 따른 업무 ◎  석조각공 : 석재를 이용한 조각, 석조각물의 보수와 그에 따른 업무 10. 칠공 : 옻 등의 전통 재료를 이용한 칠, 칠의 보수와 그에 따른 업무 11. 도금공 : 도금, 도금과 관련된 보수와 그에 따른 업무 12. 표구공 : 표구, 표구물의 보수와 그에 따른 업무 13. 조경공 : 조경의 시공과 그에 따른 업무 14. 세척공 : 세척과 그에 따른 업무 15. 보존과학공  ◎  훈증공 : 재료나 자재의 살균ㆍ살충ㆍ방부 등을 위한 훈증과 그에 따른 업무 ◎  보존처리공 : 보존처리와 그에 따른 업무 16. 식물보호공 : 식물의 보존ㆍ보호를 위한 병충해 방제, 수술, 토양개량, 보호시설 설치 및 환경개선과 그에 따른 업무 17. 실측설계사보 : 실측 및 설계도서 작성과 그에 따른 업무 18. 박제 및 표본제작공 : 박제ㆍ표본 제작 및 보수와 그에 따른 업무 19. 모사공 : 서화류의 모사와 그에 따른 업무 20. 온돌공 : 온돌의 해체ㆍ설치 및 보수와 그에 따른 업무 *현 법령상 종류구분에 해당하는 자료이나 시행일은 2014년 2월 5일로 명시됨◎  한국산업인력공단에서 시행하는 분야는 모사공과, 온돌공을 제외한 총 22종목임.","자격시험에서 부정행위를 한 응시자에 대하여는 그 시험을 정지시키거나 무효로 하며, 그 시험 시행일부터 3년간 응시자격을 정지한다.","실기시험 : 실기시험 심사위원 1명당 100점을 만점으로 하여 1명당 40점 이상, 전 심사위원 평균 60점 이상 면접시험 : 면접위원 1명당 100점을 만점으로 하여 1명당 40점 이상, 전 면접위원 평균 60점 이상 [심사위원(면접위원)중 1인이라도 40점미만 평정 시 최종 불합격자로 처리]",,,,,
문화재수리기능자(화공),9676,1,96,"◎  문화재수리기술자의 지도·감독을 받아 문화재수리에 관한 기능적인 업무를 담당 ◎  문화재수리기술자의 종류 및 그 업무 범위 1. 한식목공 ◎  대목수 : 목조 건조물의 해체ㆍ조립 및 치목(治木)과 그에 따른 업무 ◎  소목수 : 목조 건조물의 창호ㆍ닫집 등과 이와 유사한 구조물의 제작ㆍ설치 및 보수와 그에 따른 업무 2. 한식석공 ◎  가공석공 : 석재의 가공과 그에 따른 업무 ◎  쌓기석공 : 석조물의 축조ㆍ해체 및 보수와 그에 따른 업무 3. 화공 : 단청(불화를 포함한다)과 그에 따른 업무 4. 드잡이공 : 드잡이(기울거나 내려앉은 구조물을 해체하지 않고 도구 등을 이용하여 바로잡는 일을 말한다)와 그에 따른 업무 5. 번와와공 : 기와의 해체 및 번와와 그에 따른 업무 6. 제작와공 : 기와ㆍ전(塼) 등의 제작과 그에 따른 업무 7. 한식미장공 : 미장과 그에 따른 업무 8. 철물공 : 철물 등의 제작 및 보수와 그에 따른 업무 9. 조각공 ◎  목조각공 : 목재를 이용한 조각, 목조각물의 보수와 그에 따른 업무 ◎  석조각공 : 석재를 이용한 조각, 석조각물의 보수와 그에 따른 업무 10. 칠공 : 옻 등의 전통 재료를 이용한 칠, 칠의 보수와 그에 따른 업무 11. 도금공 : 도금, 도금과 관련된 보수와 그에 따른 업무 12. 표구공 : 표구, 표구물의 보수와 그에 따른 업무 13. 조경공 : 조경의 시공과 그에 따른 업무 14. 세척공 : 세척과 그에 따른 업무 15. 보존과학공  ◎  훈증공 : 재료나 자재의 살균ㆍ살충ㆍ방부 등을 위한 훈증과 그에 따른 업무 ◎  보존처리공 : 보존처리와 그에 따른 업무 16. 식물보호공 : 식물의 보존ㆍ보호를 위한 병충해 방제, 수술, 토양개량, 보호시설 설치 및 환경개선과 그에 따른 업무 17. 실측설계사보 : 실측 및 설계도서 작성과 그에 따른 업무 18. 박제 및 표본제작공 : 박제ㆍ표본 제작 및 보수와 그에 따른 업무 19. 모사공 : 서화류의 모사와 그에 따른 업무 20. 온돌공 : 온돌의 해체ㆍ설치 및 보수와 그에 따른 업무 *현 법령상 종류구분에 해당하는 자료이나 시행일은 2014년 2월 5일로 명시됨◎  한국산업인력공단에서 시행하는 분야는 모사공과, 온돌공을 제외한 총 22종목임.","자격시험에서 부정행위를 한 응시자에 대하여는 그 시험을 정지시키거나 무효로 하며, 그 시험 시행일부터 3년간 응시자격을 정지한다.","실기시험 : 실기시험 심사위원 1명당 100점을 만점으로 하여 1명당 40점 이상, 전 심사위원 평균 60점 이상 면접시험 : 면접위원 1명당 100점을 만점으로 하여 1명당 40점 이상, 전 면접위원 평균 60점 이상 [심사위원(면접위원)중 1인이라도 40점미만 평정 시 최종 불합격자로 처리]",,,,,
문화재수리기능자(드잡이공),9677,1,96,"◎  문화재수리기술자의 지도·감독을 받아 문화재수리에 관한 기능적인 업무를 담당 ◎  문화재수리기술자의 종류 및 그 업무 범위 1. 한식목공 ◎  대목수 : 목조 건조물의 해체ㆍ조립 및 치목(治木)과 그에 따른 업무 ◎  소목수 : 목조 건조물의 창호ㆍ닫집 등과 이와 유사한 구조물의 제작ㆍ설치 및 보수와 그에 따른 업무 2. 한식석공 ◎  가공석공 : 석재의 가공과 그에 따른 업무 ◎  쌓기석공 : 석조물의 축조ㆍ해체 및 보수와 그에 따른 업무 3. 화공 : 단청(불화를 포함한다)과 그에 따른 업무 4. 드잡이공 : 드잡이(기울거나 내려앉은 구조물을 해체하지 않고 도구 등을 이용하여 바로잡는 일을 말한다)와 그에 따른 업무 5. 번와와공 : 기와의 해체 및 번와와 그에 따른 업무 6. 제작와공 : 기와ㆍ전(塼) 등의 제작과 그에 따른 업무 7. 한식미장공 : 미장과 그에 따른 업무 8. 철물공 : 철물 등의 제작 및 보수와 그에 따른 업무 9. 조각공 ◎  목조각공 : 목재를 이용한 조각, 목조각물의 보수와 그에 따른 업무 ◎  석조각공 : 석재를 이용한 조각, 석조각물의 보수와 그에 따른 업무 10. 칠공 : 옻 등의 전통 재료를 이용한 칠, 칠의 보수와 그에 따른 업무 11. 도금공 : 도금, 도금과 관련된 보수와 그에 따른 업무 12. 표구공 : 표구, 표구물의 보수와 그에 따른 업무 13. 조경공 : 조경의 시공과 그에 따른 업무 14. 세척공 : 세척과 그에 따른 업무 15. 보존과학공  ◎  훈증공 : 재료나 자재의 살균ㆍ살충ㆍ방부 등을 위한 훈증과 그에 따른 업무 ◎  보존처리공 : 보존처리와 그에 따른 업무 16. 식물보호공 : 식물의 보존ㆍ보호를 위한 병충해 방제, 수술, 토양개량, 보호시설 설치 및 환경개선과 그에 따른 업무 17. 실측설계사보 : 실측 및 설계도서 작성과 그에 따른 업무 18. 박제 및 표본제작공 : 박제ㆍ표본 제작 및 보수와 그에 따른 업무 19. 모사공 : 서화류의 모사와 그에 따른 업무 20. 온돌공 : 온돌의 해체ㆍ설치 및 보수와 그에 따른 업무 *현 법령상 종류구분에 해당하는 자료이나 시행일은 2014년 2월 5일로 명시됨◎  한국산업인력공단에서 시행하는 분야는 모사공과, 온돌공을 제외한 총 22종목임.","자격시험에서 부정행위를 한 응시자에 대하여는 그 시험을 정지시키거나 무효로 하며, 그 시험 시행일부터 3년간 응시자격을 정지한다.","실기시험 : 실기시험 심사위원 1명당 100점을 만점으로 하여 1명당 40점 이상, 전 심사위원 평균 60점 이상 면접시험 : 면접위원 1명당 100점을 만점으로 하여 1명당 40점 이상, 전 면접위원 평균 60점 이상 [심사위원(면접위원)중 1인이라도 40점미만 평정 시 최종 불합격자로 처리]",,,,,
문화재수리기능자(번와와공),9678,1,96,"◎  문화재수리기술자의 지도·감독을 받아 문화재수리에 관한 기능적인 업무를 담당 ◎  문화재수리기술자의 종류 및 그 업무 범위 1. 한식목공 ◎  대목수 : 목조 건조물의 해체ㆍ조립 및 치목(治木)과 그에 따른 업무 ◎  소목수 : 목조 건조물의 창호ㆍ닫집 등과 이와 유사한 구조물의 제작ㆍ설치 및 보수와 그에 따른 업무 2. 한식석공 ◎  가공석공 : 석재의 가공과 그에 따른 업무 ◎  쌓기석공 : 석조물의 축조ㆍ해체 및 보수와 그에 따른 업무 3. 화공 : 단청(불화를 포함한다)과 그에 따른 업무 4. 드잡이공 : 드잡이(기울거나 내려앉은 구조물을 해체하지 않고 도구 등을 이용하여 바로잡는 일을 말한다)와 그에 따른 업무 5. 번와와공 : 기와의 해체 및 번와와 그에 따른 업무 6. 제작와공 : 기와ㆍ전(塼) 등의 제작과 그에 따른 업무 7. 한식미장공 : 미장과 그에 따른 업무 8. 철물공 : 철물 등의 제작 및 보수와 그에 따른 업무 9. 조각공 ◎  목조각공 : 목재를 이용한 조각, 목조각물의 보수와 그에 따른 업무 ◎  석조각공 : 석재를 이용한 조각, 석조각물의 보수와 그에 따른 업무 10. 칠공 : 옻 등의 전통 재료를 이용한 칠, 칠의 보수와 그에 따른 업무 11. 도금공 : 도금, 도금과 관련된 보수와 그에 따른 업무 12. 표구공 : 표구, 표구물의 보수와 그에 따른 업무 13. 조경공 : 조경의 시공과 그에 따른 업무 14. 세척공 : 세척과 그에 따른 업무 15. 보존과학공  ◎  훈증공 : 재료나 자재의 살균ㆍ살충ㆍ방부 등을 위한 훈증과 그에 따른 업무 ◎  보존처리공 : 보존처리와 그에 따른 업무 16. 식물보호공 : 식물의 보존ㆍ보호를 위한 병충해 방제, 수술, 토양개량, 보호시설 설치 및 환경개선과 그에 따른 업무 17. 실측설계사보 : 실측 및 설계도서 작성과 그에 따른 업무 18. 박제 및 표본제작공 : 박제ㆍ표본 제작 및 보수와 그에 따른 업무 19. 모사공 : 서화류의 모사와 그에 따른 업무 20. 온돌공 : 온돌의 해체ㆍ설치 및 보수와 그에 따른 업무 *현 법령상 종류구분에 해당하는 자료이나 시행일은 2014년 2월 5일로 명시됨◎  한국산업인력공단에서 시행하는 분야는 모사공과, 온돌공을 제외한 총 22종목임.","자격시험에서 부정행위를 한 응시자에 대하여는 그 시험을 정지시키거나 무효로 하며, 그 시험 시행일부터 3년간 응시자격을 정지한다.","실기시험 : 실기시험 심사위원 1명당 100점을 만점으로 하여 1명당 40점 이상, 전 심사위원 평균 60점 이상 면접시험 : 면접위원 1명당 100점을 만점으로 하여 1명당 40점 이상, 전 면접위원 평균 60점 이상 [심사위원(면접위원)중 1인이라도 40점미만 평정 시 최종 불합격자로 처리]",,,,,
